"ID","Height_Ext","Length_Ext","Width_Ext","Thick","Volume_Intermal","Price_RRC"
"2.46_2.7_5.26_80","2.46","2.7","5.26","80","29.79","399438"
"2.46_2.7_5.4_80","2.46","2.7","5.4","80","30.61","407334"
"2.46_2.7_5.56_80","2.46","2.7","5.56","80","31.55","416359"
"2.46_2.7_5.7_80","2.46","2.7","5.7","80","32.36","424255"
"2.46_2.7_5.86_80","2.46","2.7","5.86","80","33.3","433281"
"2.46_2.7_6_80","2.46","2.7","6","80","34.12","441177"
"2.46_2.7_6.16_80","2.46","2.7","6.16","80","35.05","450202"
"2.46_2.7_6.3_80","2.46","2.7","6.3","80","35.87","458098"
"2.46_2.86_2.86_80","2.46","2.86","2.86","80","16.77","273373"
"2.46_2.86_3_80","2.46","2.86","3","80","17.64","281517"
"2.46_2.86_3.16_80","2.46","2.86","3.16","80","18.63","290825"
"2.46_2.86_3.3_80","2.46","2.86","3.3","80","19.5","298969"
"2.46_2.86_3.46_80","2.46","2.86","3.46","80","20.49","308276"
"2.46_2.86_3.6_80","2.46","2.86","3.6","80","21.36","316420"
"2.46_2.86_3.76_80","2.46","2.86","3.76","80","22.36","325728"
"2.46_2.86_3.9_80","2.46","2.86","3.9","80","23.23","333872"
"2.46_2.86_4.06_80","2.46","2.86","4.06","80","24.22","343179"
"2.46_2.86_4.2_80","2.46","2.86","4.2","80","25.09","351324"
"2.46_2.86_4.36_80","2.46","2.86","4.36","80","26.08","360631"
"2.46_2.86_4.5_80","2.46","2.86","4.5","80","26.95","368775"
"2.46_2.86_4.66_80","2.46","2.86","4.66","80","27.95","378083"
"2.46_2.86_4.8_80","2.46","2.86","4.8","80","28.81","386227"
"2.46_2.86_4.96_80","2.46","2.86","4.96","80","29.81","395534"
"2.46_2.86_5.1_80","2.46","2.86","5.1","80","30.68","403678"
"2.46_2.86_5.26_80","2.46","2.86","5.26","80","31.67","412986"
"2.46_2.86_5.4_80","2.46","2.86","5.4","80","32.54","421130"
"2.46_2.86_5.56_80","2.46","2.86","5.56","80","33.53","430437"
"2.46_2.86_5.7_80","2.46","2.86","5.7","80","34.4","438582"
"2.46_2.86_5.86_80","2.46","2.86","5.86","80","35.4","447889"
"2.46_2.86_6_80","2.46","2.86","6","80","36.27","456033"
"2.46_2.86_6.16_80","2.46","2.86","6.16","80","37.26","465342"
"2.46_2.86_6.3_80","2.46","2.86","6.3","80","38.13","473486"
"2.46_2.86_6.46_80","2.46","2.86","6.46","80","39.12","482793"
"2.46_2.86_3_80","2.46","2.86","3","80","18.55","289878"
"2.46_2.86_3.16_80","2.46","2.86","3.16","80","19.6","299433"
"2.46_2.86_3.3_80","2.46","2.86","3.3","80","20.51","307794"
"2.46_2.86_3.46_80","2.46","2.86","3.46","80","21.56","317349"
"2.46_2.86_3.6_80","2.46","2.86","3.6","80","22.47","325710"
"2.46_2.86_3.76_80","2.46","2.86","3.76","80","23.52","335264"
"2.46_2.86_3.9_80","2.46","2.86","3.9","80","24.43","343625"
"2.46_2.86_4.06_80","2.46","2.86","4.06","80","25.47","353180"
"2.46_2.86_4.2_80","2.46","2.86","4.2","80","26.39","361541"
"2.46_2.86_4.36_80","2.46","2.86","4.36","80","27.43","371096"
"2.46_2.86_4.5_80","2.46","2.86","4.5","80","28.35","379456"
"2.46_2.86_4.66_80","2.46","2.86","4.66","80","29.39","389011"
"2.46_2.86_4.8_80","2.46","2.86","4.8","80","30.31","397372"
"2.46_2.86_4.96_80","2.46","2.86","4.96","80","31.35","406927"
"2.46_2.86_5.1_80","2.46","2.86","5.1","80","32.27","415287"
"2.46_2.86_5.26_80","2.46","2.86","5.26","80","33.31","424842"
"2.46_2.86_5.4_80","2.46","2.86","5.4","80","34.23","433203"
"2.46_2.86_5.56_80","2.46","2.86","5.56","80","35.27","442758"
"2.46_2.86_5.7_80","2.46","2.86","5.7","80","36.19","451118"
"2.46_2.86_5.86_80","2.46","2.86","5.86","80","37.23","460673"
"2.46_2.86_6_80","2.46","2.86","6","80","38.15","469034"
"2.46_2.86_6.16_80","2.46","2.86","6.16","80","39.19","478589"
"2.46_2.86_6.3_80","2.46","2.86","6.3","80","40.11","492861"
"2.46_2.86_6.46_80","2.46","2.86","6.46","80","41.15","502416"
"2.46_2.86_6.6_80","2.46","2.86","6.6","80","42.07","510776"
"2.46_3.16_3.16_80","2.46","3.16","3.16","80","20.7","309271"
"2.46_3.16_3.3_80","2.46","3.16","3.3","80","21.67","317879"
"2.46_3.16_3.46_80","2.46","3.16","3.46","80","22.77","327717"
"2.46_3.16_3.6_80","2.46","3.16","3.6","80","23.74","336325"
"2.46_3.16_3.76_80","2.46","3.16","3.76","80","24.84","346163"
"2.46_3.16_3.9_80","2.46","3.16","3.9","80","25.81","354771"
"2.46_3.16_4.06_80","2.46","3.16","4.06","80","26.91","364608"
"2.46_3.16_4.2_80","2.46","3.16","4.2","80","27.88","373216"
"2.46_3.16_4.36_80","2.46","3.16","4.36","80","28.98","383054"
"2.46_3.16_4.5_80","2.46","3.16","4.5","80","29.95","391662"
"2.46_3.16_4.66_80","2.46","3.16","4.66","80","31.05","401500"
"2.46_3.16_4.8_80","2.46","3.16","4.8","80","32.02","410108"
"2.46_3.16_4.96_80","2.46","3.16","4.96","80","33.12","427061"
"2.46_3.16_5.1_80","2.46","3.16","5.1","80","34.09","428553"
"2.46_3.16_5.26_80","2.46","3.16","5.26","80","35.19","438391"
"2.46_3.16_5.4_80","2.46","3.16","5.4","80","36.16","446999"
"2.46_3.16_5.56_80","2.46","3.16","5.56","80","37.26","456837"
"2.46_3.16_5.7_80","2.46","3.16","5.7","80","38.23","465445"
"2.46_3.16_5.86_80","2.46","3.16","5.86","80","39.33","475282"
"2.46_3.16_6_80","2.46","3.16","6","80","40.3","489802"
"2.46_3.16_6.16_80","2.46","3.16","6.16","80","41.4","499640"
"2.46_3.16_6.3_80","2.46","3.16","6.3","80","42.37","508248"
"2.46_3.16_6.46_80","2.46","3.16","6.46","80","43.47","518085"
"2.46_3.16_6.6_80","2.46","3.16","6.6","80","44.44","526693"
"2.46_3.16_6.76_80","2.46","3.16","6.76","80","45.54","536531"
"2.46_3.16_6.9_80","2.46","3.16","6.9","80","46.51","545139"
"2.46_3.3_3.3_80","2.46","3.3","3.3","80","22.68","326704"
"2.46_3.3_3.46_80","2.46","3.3","3.46","80","23.83","336789"
"2.46_3.3_3.6_80","2.46","3.3","3.6","80","24.84","345613"
"2.46_3.3_3.76_80","2.46","3.3","3.76","80","26","355698"
"2.46_3.3_3.9_80","2.46","3.3","3.9","80","27.01","364523"
"2.46_3.3_4.06_80","2.46","3.3","4.06","80","28.17","374608"
"2.46_3.3_4.2_80","2.46","3.3","4.2","80","29.18","383432"
"2.46_3.3_4.36_80","2.46","3.3","4.36","80","30.33","393518"
"2.46_3.3_4.5_80","2.46","3.3","4.5","80","31.34","402342"
"2.46_3.3_4.66_80","2.46","3.3","4.66","80","32.5","412427"
"2.46_3.3_4.8_80","2.46","3.3","4.8","80","33.51","421252"
"2.46_3.3_4.96_80","2.46","3.3","4.96","80","34.67","431337"
"2.46_3.3_5.1_80","2.46","3.3","5.1","80","35.68","440161"
"2.46_3.3_5.26_80","2.46","3.3","5.26","80","36.83","450246"
"2.46_3.3_5.4_80","2.46","3.3","5.4","80","37.84","459071"
"2.46_3.3_5.56_80","2.46","3.3","5.56","80","39","469156"
"2.46_3.3_5.7_80","2.46","3.3","5.7","80","40.01","483892"
"2.46_3.3_5.86_80","2.46","3.3","5.86","80","41.17","493977"
"2.46_3.3_6_80","2.46","3.3","6","80","42.18","502801"
"2.46_3.3_6.16_80","2.46","3.3","6.16","80","43.33","512887"
"2.46_3.3_6.3_80","2.46","3.3","6.3","80","44.34","521711"
"2.46_3.3_6.46_80","2.46","3.3","6.46","80","45.5","531796"
"2.46_3.3_6.6_80","2.46","3.3","6.6","80","46.51","540621"
"2.46_3.3_6.76_80","2.46","3.3","6.76","80","47.67","550706"
"2.46_3.3_6.9_80","2.46","3.3","6.9","80","48.68","559530"
"2.46_3.3_7.06_80","2.46","3.3","7.06","80","49.83","569615"
"2.46_3.46_3.46_80","2.46","3.46","3.46","80","25.05","347157"
"2.46_3.46_3.6_80","2.46","3.46","3.6","80","26.11","356228"
"2.46_3.46_3.76_80","2.46","3.46","3.76","80","27.32","366596"
"2.46_3.46_3.9_80","2.46","3.46","3.9","80","28.39","375668"
"2.46_3.46_4.06_80","2.46","3.46","4.06","80","29.6","386036"
"2.46_3.46_4.2_80","2.46","3.46","4.2","80","30.66","395108"
"2.46_3.46_4.36_80","2.46","3.46","4.36","80","31.88","405476"
"2.46_3.46_4.5_80","2.46","3.46","4.5","80","32.94","414548"
"2.46_3.46_4.66_80","2.46","3.46","4.66","80","34.16","433932"
"2.46_3.46_4.8_80","2.46","3.46","4.8","80","35.22","433988"
"2.46_3.46_4.96_80","2.46","3.46","4.96","80","36.43","444355"
"2.46_3.46_5.1_80","2.46","3.46","5.1","80","37.49","453427"
"2.46_3.46_5.26_80","2.46","3.46","5.26","80","38.71","463795"
"2.46_3.46_5.4_80","2.46","3.46","5.4","80","39.77","472867"
"2.46_3.46_5.56_80","2.46","3.46","5.56","80","40.99","489146"
"2.46_3.46_5.7_80","2.46","3.46","5.7","80","42.05","498218"
"2.46_3.46_5.86_80","2.46","3.46","5.86","80","43.26","508586"
"2.46_3.46_6_80","2.46","3.46","6","80","44.33","517658"
"2.46_3.46_6.16_80","2.46","3.46","6.16","80","45.54","533012"
"2.46_3.46_6.3_80","2.46","3.46","6.3","80","46.6","537098"
"2.46_3.46_6.46_80","2.46","3.46","6.46","80","47.82","549675"
"2.46_3.46_6.6_80","2.46","3.46","6.6","80","48.88","556538"
"2.46_3.46_6.76_80","2.46","3.46","6.76","80","50.09","568015"
"2.46_3.46_6.9_80","2.46","3.46","6.9","80","51.16","575977"
"2.46_3.46_7.06_80","2.46","3.46","7.06","80","52.37","599467"
"2.46_3.46_7.2_80","2.46","3.46","7.2","80","53.43","595417"
"2.46_3.6_3.6_80","2.46","3.6","3.6","80","27.22","365517"
"2.46_3.6_3.76_80","2.46","3.6","3.76","80","28.48","376132"
"2.46_3.6_3.9_80","2.46","3.6","3.9","80","29.59","385421"
"2.46_3.6_4.06_80","2.46","3.6","4.06","80","30.86","396036"
"2.46_3.6_4.2_80","2.46","3.6","4.2","80","31.96","405324"
"2.46_3.6_4.36_80","2.46","3.6","4.36","80","33.23","415940"
"2.46_3.6_4.5_80","2.46","3.6","4.5","80","34.34","425228"
"2.46_3.6_4.66_80","2.46","3.6","4.66","80","35.6","435843"
"2.46_3.6_4.8_80","2.46","3.6","4.8","80","36.71","445132"
"2.46_3.6_4.96_80","2.46","3.6","4.96","80","37.98","455747"
"2.46_3.6_5.1_80","2.46","3.6","5.1","80","39.09","465035"
"2.46_3.6_5.26_80","2.46","3.6","5.26","80","40.35","481562"
"2.46_3.6_5.4_80","2.46","3.6","5.4","80","41.46","490850"
"2.46_3.6_5.56_80","2.46","3.6","5.56","80","42.72","501466"
"2.46_3.6_5.7_80","2.46","3.6","5.7","80","43.83","510754"
"2.46_3.6_5.86_80","2.46","3.6","5.86","80","45.1","521369"
"2.46_3.6_6_80","2.46","3.6","6","80","46.21","530658"
"2.46_3.6_6.16_80","2.46","3.6","6.16","80","47.47","541273"
"2.46_3.6_6.3_80","2.46","3.6","6.3","80","48.58","550561"
"2.46_3.6_6.46_80","2.46","3.6","6.46","80","49.85","561177"
"2.46_3.6_6.6_80","2.46","3.6","6.6","80","50.95","570465"
"2.46_3.6_6.76_80","2.46","3.6","6.76","80","52.22","581080"
"2.46_3.6_6.9_80","2.46","3.6","6.9","80","53.33","590369"
"2.46_3.6_7.06_80","2.46","3.6","7.06","80","54.59","600984"
"2.46_3.6_7.2_80","2.46","3.6","7.2","80","55.7","610272"
"2.46_3.6_7.36_80","2.46","3.6","7.36","80","56.97","620888"
"2.46_3.76_3.76_80","2.46","3.76","3.76","80","29.81","396921"
"2.46_3.76_3.9_80","2.46","3.76","3.9","80","30.97","396566"
"2.46_3.76_4.06_80","2.46","3.76","4.06","80","32.29","407464"
"2.46_3.76_4.2_80","2.46","3.76","4.2","80","33.45","417000"
"2.46_3.76_4.36_80","2.46","3.76","4.36","80","34.78","427898"
"2.46_3.76_4.5_80","2.46","3.76","4.5","80","35.94","437434"
"2.46_3.76_4.66_80","2.46","3.76","4.66","80","37.26","448332"
"2.46_3.76_4.8_80","2.46","3.76","4.8","80","38.42","457868"
"2.46_3.76_4.96_80","2.46","3.76","4.96","80","39.74","468766"
"2.46_3.76_5.1_80","2.46","3.76","5.1","80","40.9","484213"
"2.46_3.76_5.26_80","2.46","3.76","5.26","80","42.23","495111"
"2.46_3.76_5.4_80","2.46","3.76","5.4","80","43.39","504647"
"2.46_3.76_5.56_80","2.46","3.76","5.56","80","44.71","515545"
"2.46_3.76_5.7_80","2.46","3.76","5.7","80","45.87","525081"
"2.46_3.76_5.86_80","2.46","3.76","5.86","80","47.2","535979"
"2.46_3.76_6_80","2.46","3.76","6","80","48.36","545514"
"2.46_3.76_6.16_80","2.46","3.76","6.16","80","49.68","565421"
"2.46_3.76_6.3_80","2.46","3.76","6.3","80","50.84","565948"
"2.46_3.76_6.46_80","2.46","3.76","6.46","80","52.16","576846"
"2.46_3.76_6.6_80","2.46","3.76","6.6","80","53.32","586382"
"2.46_3.76_6.76_80","2.46","3.76","6.76","80","54.65","597280"
"2.46_3.76_6.9_80","2.46","3.76","6.9","80","55.81","606816"
"2.46_3.76_7.06_80","2.46","3.76","7.06","80","57.13","617714"
"2.46_3.76_7.2_80","2.46","3.76","7.2","80","58.29","627250"
"2.46_3.76_7.36_80","2.46","3.76","7.36","80","59.62","638148"
"2.46_3.76_7.5_80","2.46","3.76","7.5","80","60.78","647684"
"2.46_3.9_3.9_80","2.46","3.9","3.9","80","32.17","406318"
"2.46_3.9_4.06_80","2.46","3.9","4.06","80","33.55","417464"
"2.46_3.9_4.2_80","2.46","3.9","4.2","80","34.75","427216"
"2.46_3.9_4.36_80","2.46","3.9","4.36","80","36.13","438362"
"2.46_3.9_4.5_80","2.46","3.9","4.5","80","37.33","448114"
"2.46_3.9_4.66_80","2.46","3.9","4.66","80","38.71","459259"
"2.46_3.9_4.8_80","2.46","3.9","4.8","80","39.91","469012"
"2.46_3.9_4.96_80","2.46","3.9","4.96","80","41.29","486069"
"2.46_3.9_5.1_80","2.46","3.9","5.1","80","42.49","495821"
"2.46_3.9_5.26_80","2.46","3.9","5.26","80","43.87","506966"
"2.46_3.9_5.4_80","2.46","3.9","5.4","80","45.07","516719"
"2.46_3.9_5.56_80","2.46","3.9","5.56","80","46.45","527864"
"2.46_3.9_5.7_80","2.46","3.9","5.7","80","47.66","537616"
"2.46_3.9_5.86_80","2.46","3.9","5.86","80","49.03","548762"
"2.46_3.9_6_80","2.46","3.9","6","80","50.24","558514"
"2.46_3.9_6.16_80","2.46","3.9","6.16","80","51.61","569660"
"2.46_3.9_6.3_80","2.46","3.9","6.3","80","52.82","579412"
"2.46_3.9_6.46_80","2.46","3.9","6.46","80","54.19","590557"
"2.46_3.9_6.6_80","2.46","3.9","6.6","80","55.4","600310"
"2.46_3.9_6.76_80","2.46","3.9","6.76","80","56.77","611455"
"2.46_3.9_6.9_80","2.46","3.9","6.9","80","57.98","621207"
"2.46_3.9_7.06_80","2.46","3.9","7.06","80","59.35","632353"
"2.46_3.9_7.2_80","2.46","3.9","7.2","80","60.56","642105"
"2.46_3.9_7.36_80","2.46","3.9","7.36","80","61.93","653251"
"2.46_3.9_7.5_80","2.46","3.9","7.5","80","63.14","663003"
"2.46_3.9_7.66_80","2.46","3.9","7.66","80","64.52","674148"
"2.46_4.06_4.06_80","2.46","4.06","4.06","80","34.98","428892"
"2.46_4.06_4.2_80","2.46","4.06","4.2","80","36.24","438892"
"2.46_4.06_4.36_80","2.46","4.06","4.36","80","37.67","450320"
"2.46_4.06_4.5_80","2.46","4.06","4.5","80","38.93","460320"
"2.46_4.06_4.66_80","2.46","4.06","4.66","80","40.37","477659"
"2.46_4.06_4.8_80","2.46","4.06","4.8","80","41.62","487659"
"2.46_4.06_4.96_80","2.46","4.06","4.96","80","43.06","499087"
"2.46_4.06_5.1_80","2.46","4.06","5.1","80","44.31","509087"
"2.46_4.06_5.26_80","2.46","4.06","5.26","80","45.75","520515"
"2.46_4.06_5.4_80","2.46","4.06","5.4","80","47","530515"
"2.46_4.06_5.56_80","2.46","4.06","5.56","80","48.44","541943"
"2.46_4.06_5.7_80","2.46","4.06","5.7","80","49.69","551943"
"2.46_4.06_5.86_80","2.46","4.06","5.86","80","51.13","563371"
"2.46_4.06_6_80","2.46","4.06","6","80","52.38","573371"
"2.46_4.06_6.16_80","2.46","4.06","6.16","80","53.82","584799"
"2.46_4.06_6.3_80","2.46","4.06","6.3","80","55.08","594799"
"2.46_4.06_6.46_80","2.46","4.06","6.46","80","56.51","606227"
"2.46_4.06_6.6_80","2.46","4.06","6.6","80","57.77","616227"
"2.46_4.06_6.76_80","2.46","4.06","6.76","80","59.2","627655"
"2.46_4.06_6.9_80","2.46","4.06","6.9","80","60.46","637655"
"2.46_4.06_7.06_80","2.46","4.06","7.06","80","61.89","649083"
"2.46_4.06_7.2_80","2.46","4.06","7.2","80","63.15","659083"
"2.46_4.06_7.36_80","2.46","4.06","7.36","80","64.58","670511"
"2.46_4.06_7.5_80","2.46","4.06","7.5","80","65.84","680510"
"2.46_4.06_7.66_80","2.46","4.06","7.66","80","67.28","691939"
"2.46_4.06_7.8_80","2.46","4.06","7.8","80","68.53","701938"
"2.46_4.2_4.2_80","2.46","4.2","4.2","80","37.54","449108"
"2.46_4.2_4.36_80","2.46","4.2","4.36","80","39.03","460784"
"2.46_4.2_4.5_80","2.46","4.2","4.5","80","40.33","476911"
"2.46_4.2_4.66_80","2.46","4.2","4.66","80","41.81","488587"
"2.46_4.2_4.8_80","2.46","4.2","4.8","80","43.11","498803"
"2.46_4.2_4.96_80","2.46","4.2","4.96","80","44.6","510479"
"2.46_4.2_5.1_80","2.46","4.2","5.1","80","45.9","520695"
"2.46_4.2_5.26_80","2.46","4.2","5.26","80","47.39","532371"
"2.46_4.2_5.4_80","2.46","4.2","5.4","80","48.69","542587"
"2.46_4.2_5.56_80","2.46","4.2","5.56","80","50.18","554262"
"2.46_4.2_5.7_80","2.46","4.2","5.7","80","51.48","564479"
"2.46_4.2_5.86_80","2.46","4.2","5.86","80","52.96","576154"
"2.46_4.2_6_80","2.46","4.2","6","80","54.27","586370"
"2.46_4.2_6.16_80","2.46","4.2","6.16","80","55.75","598046"
"2.46_4.2_6.3_80","2.46","4.2","6.3","80","57.05","608262"
"2.46_4.2_6.46_80","2.46","4.2","6.46","80","58.54","619938"
"2.46_4.2_6.6_80","2.46","4.2","6.6","80","59.84","630154"
"2.46_4.2_6.76_80","2.46","4.2","6.76","80","61.33","641830"
"2.46_4.2_6.9_80","2.46","4.2","6.9","80","62.63","652046"
"2.46_4.2_7.06_80","2.46","4.2","7.06","80","64.11","663722"
"2.46_4.2_7.2_80","2.46","4.2","7.2","80","65.42","673938"
"2.46_4.2_7.36_80","2.46","4.2","7.36","80","66.9","685613"
"2.46_4.2_7.5_80","2.46","4.2","7.5","80","68.2","695830"
"2.46_4.2_7.66_80","2.46","4.2","7.66","80","69.69","707505"
"2.46_4.2_7.8_80","2.46","4.2","7.8","80","70.99","717721"
"2.46_4.2_7.96_80","2.46","4.2","7.96","80","72.48","729397"
"2.46_4.36_4.36_80","2.46","4.36","4.36","80","40.57","478653"
"2.46_4.36_4.5_80","2.46","4.36","4.5","80","41.92","489117"
"2.46_4.36_4.66_80","2.46","4.36","4.66","80","43.47","501075"
"2.46_4.36_4.8_80","2.46","4.36","4.8","80","44.82","511539"
"2.46_4.36_4.96_80","2.46","4.36","4.96","80","46.37","523497"
"2.46_4.36_5.1_80","2.46","4.36","5.1","80","47.72","533961"
"2.46_4.36_5.26_80","2.46","4.36","5.26","80","49.27","545919"
"2.46_4.36_5.4_80","2.46","4.36","5.4","80","50.62","556383"
"2.46_4.36_5.56_80","2.46","4.36","5.56","80","52.16","568341"
"2.46_4.36_5.7_80","2.46","4.36","5.7","80","53.52","578805"
"2.46_4.36_5.86_80","2.46","4.36","5.86","80","55.06","590763"
"2.46_4.36_6_80","2.46","4.36","6","80","56.41","601227"
"2.46_4.36_6.16_80","2.46","4.36","6.16","80","57.96","613185"
"2.46_4.36_6.3_80","2.46","4.36","6.3","80","59.31","623649"
"2.46_4.36_6.46_80","2.46","4.36","6.46","80","60.86","635607"
"2.46_4.36_6.6_80","2.46","4.36","6.6","80","62.21","646071"
"2.46_4.36_6.76_80","2.46","4.36","6.76","80","63.76","658030"
"2.46_4.36_6.9_80","2.46","4.36","6.9","80","65.11","668493"
"2.46_4.36_7.06_80","2.46","4.36","7.06","80","66.65","680452"
"2.46_4.36_7.2_80","2.46","4.36","7.2","80","68.01","690915"
"2.46_4.36_7.36_80","2.46","4.36","7.36","80","69.55","702874"
"2.46_4.36_7.5_80","2.46","4.36","7.5","80","70.9","713337"
"2.46_4.36_7.66_80","2.46","4.36","7.66","80","72.45","725296"
"2.46_4.36_7.8_80","2.46","4.36","7.8","80","73.8","735759"
"2.46_4.36_7.96_80","2.46","4.36","7.96","80","75.35","747718"
"2.46_4.36_8.1_80","2.46","4.36","8.1","80","76.7","758181"
"2.46_4.5_4.5_80","2.46","4.5","4.5","80","43.32","499797"
"2.46_4.5_4.66_80","2.46","4.5","4.66","80","44.92","512003"
"2.46_4.5_4.8_80","2.46","4.5","4.8","80","46.32","522683"
"2.46_4.5_4.96_80","2.46","4.5","4.96","80","47.91","534889"
"2.46_4.5_5.1_80","2.46","4.5","5.1","80","49.31","545569"
"2.46_4.5_5.26_80","2.46","4.5","5.26","80","50.91","557775"
"2.46_4.5_5.4_80","2.46","4.5","5.4","80","52.31","568455"
"2.46_4.5_5.56_80","2.46","4.5","5.56","80","53.9","580661"
"2.46_4.5_5.7_80","2.46","4.5","5.7","80","55.3","591341"
"2.46_4.5_5.86_80","2.46","4.5","5.86","80","56.9","603547"
"2.46_4.5_6_80","2.46","4.5","6","80","58.29","614227"
"2.46_4.5_6.16_80","2.46","4.5","6.16","80","59.89","626433"
"2.46_4.5_6.3_80","2.46","4.5","6.3","80","61.29","637113"
"2.46_4.5_6.46_80","2.46","4.5","6.46","80","62.89","649318"
"2.46_4.5_6.6_80","2.46","4.5","6.6","80","64.28","659999"
"2.46_4.5_6.76_80","2.46","4.5","6.76","80","65.88","672204"
"2.46_4.5_6.9_80","2.46","4.5","6.9","80","67.28","682884"
"2.46_4.5_7.06_80","2.46","4.5","7.06","80","68.88","695090"
"2.46_4.5_7.2_80","2.46","4.5","7.2","80","70.27","705770"
"2.46_4.5_7.36_80","2.46","4.5","7.36","80","71.87","717976"
"2.46_4.5_7.5_80","2.46","4.5","7.5","80","73.27","728656"
"2.46_4.5_7.66_80","2.46","4.5","7.66","80","74.87","740862"
"2.46_4.5_7.8_80","2.46","4.5","7.8","80","76.26","751542"
"2.46_4.5_7.96_80","2.46","4.5","7.96","80","77.86","763748"
"2.46_4.5_8.1_80","2.46","4.5","8.1","80","79.26","774428"
"2.46_4.5_8.26_80","2.46","4.5","8.26","80","80.85","786634"
"2.46_4.66_4.66_80","2.46","4.66","4.66","80","46.58","524492"
"2.46_4.66_4.8_80","2.46","4.66","4.8","80","48.02","535419"
"2.46_4.66_4.96_80","2.46","4.66","4.96","80","49.68","547908"
"2.46_4.66_5.1_80","2.46","4.66","5.1","80","51.13","558835"
"2.46_4.66_5.26_80","2.46","4.66","5.26","80","52.79","571324"
"2.46_4.66_5.4_80","2.46","4.66","5.4","80","54.23","582251"
"2.46_4.66_5.56_80","2.46","4.66","5.56","80","55.89","594740"
"2.46_4.66_5.7_80","2.46","4.66","5.7","80","57.34","605667"
"2.46_4.66_5.86_80","2.46","4.66","5.86","80","59","618156"
"2.46_4.66_6_80","2.46","4.66","6","80","60.44","629083"
"2.46_4.66_6.16_80","2.46","4.66","6.16","80","62.1","641572"
"2.46_4.66_6.3_80","2.46","4.66","6.3","80","63.55","652499"
"2.46_4.66_6.46_80","2.46","4.66","6.46","80","65.21","664988"
"2.46_4.66_6.6_80","2.46","4.66","6.6","80","66.65","675916"
"2.46_4.66_6.76_80","2.46","4.66","6.76","80","68.31","688404"
"2.46_4.66_6.9_80","2.46","4.66","6.9","80","69.76","699332"
"2.46_4.66_7.06_80","2.46","4.66","7.06","80","71.42","711820"
"2.46_4.66_7.2_80","2.46","4.66","7.2","80","72.86","722748"
"2.46_4.66_7.36_80","2.46","4.66","7.36","80","74.52","735236"
"2.46_4.66_7.5_80","2.46","4.66","7.5","80","75.97","746164"
"2.46_4.66_7.66_80","2.46","4.66","7.66","80","77.63","758652"
"2.46_4.66_7.8_80","2.46","4.66","7.8","80","79.07","769580"
"2.46_4.66_7.96_80","2.46","4.66","7.96","80","80.73","782068"
"2.46_4.66_8.1_80","2.46","4.66","8.1","80","82.18","792996"
"2.46_4.66_8.26_80","2.46","4.66","8.26","80","83.84","805485"
"2.46_4.66_8.4_80","2.46","4.66","8.4","80","85.28","816412"
"2.46_4.8_4.8_80","2.46","4.8","4.8","80","49.51808","546563"
"2.46_4.8_4.96_80","2.46","4.8","4.96","80","51.2256","559299"
"2.46_4.8_5.1_80","2.46","4.8","5.1","80","52.71968","570443"
"2.46_4.8_5.26_80","2.46","4.8","5.26","80","54.4272","583179"
"2.46_4.8_5.4_80","2.46","4.8","5.4","80","55.92128","594323"
"2.46_4.8_5.56_80","2.46","4.8","5.56","80","57.6288","607059"
"2.46_4.8_5.7_80","2.46","4.8","5.7","80","59.12288","618203"
"2.46_4.8_5.86_80","2.46","4.8","5.86","80","60.8304","630939"
"2.46_4.8_6_80","2.46","4.8","6","80","62.32448","642083"
"2.46_4.8_6.16_80","2.46","4.8","6.16","80","64.032","654819"
"2.46_4.8_6.3_80","2.46","4.8","6.3","80","65.52608","665963"
"2.46_4.8_6.46_80","2.46","4.8","6.46","80","67.2336","678699"
"2.46_4.8_6.6_80","2.46","4.8","6.6","80","68.72768","689843"
"2.46_4.8_6.76_80","2.46","4.8","6.76","80","70.4352","702579"
"2.46_4.8_6.9_80","2.46","4.8","6.9","80","71.92928","713723"
"2.46_4.8_7.06_80","2.46","4.8","7.06","80","73.6368","726459"
"2.46_4.8_7.2_80","2.46","4.8","7.2","80","75.13088","737603"
"2.46_4.8_7.36_80","2.46","4.8","7.36","80","76.8384","750339"
"2.46_4.8_7.5_80","2.46","4.8","7.5","80","78.33248","761483"
"2.46_4.8_7.66_80","2.46","4.8","7.66","80","80.04","774219"
"2.46_4.8_7.8_80","2.46","4.8","7.8","80","81.53408","785363"
"2.46_4.8_7.96_80","2.46","4.8","7.96","80","83.2416","798099"
"2.46_4.8_8.1_80","2.46","4.8","8.1","80","84.73568","809243"
"2.46_4.8_8.26_80","2.46","4.8","8.26","80","86.4432","821979"
"2.46_4.8_8.4_80","2.46","4.8","8.4","80","87.93728","833123"
"2.46_4.8_8.56_80","2.46","4.8","8.56","80","89.6448","845859"
"2.46_4.96_4.96_80","2.46","4.96","4.96","80","52.99","572318"
"2.46_4.96_5.1_80","2.46","4.96","5.1","80","54.54","583709"
"2.46_4.96_5.26_80","2.46","4.96","5.26","80","56.3","596728"
"2.46_4.96_5.4_80","2.46","4.96","5.4","80","57.85","608119"
"2.46_4.96_5.56_80","2.46","4.96","5.56","80","59.62","621138"
"2.46_4.96_5.7_80","2.46","4.96","5.7","80","61.16","632530"
"2.46_4.96_5.86_80","2.46","4.96","5.86","80","62.93","645548"
"2.46_4.96_6_80","2.46","4.96","6","80","64.47","656940"
