"ID","Height_Ext","Length_Ext","Width_Ext","Thick","Volume_Intermal","Price_RRC"
"2.5_3.3_5.4_100","2.5","3.3","5.4","100","37.08","514133"
"2.5_3.3_5.6_100","2.5","3.3","5.6","100","38.5","528246"
"2.5_3.3_5.7_100","2.5","3.3","5.7","100","39.22","535303"
"2.5_3.3_5.9_100","2.5","3.3","5.9","100","40.64","555439"
"2.5_3.3_6_100","2.5","3.3","6","100","41.35","562495"
"2.5_3.3_6.2_100","2.5","3.3","6.2","100","42.78","576608"
"2.5_3.3_6.3_100","2.5","3.3","6.3","100","43.49","583665"
"2.5_3.5_3.5_100","2.5","3.5","3.5","100","25.05","406165"
"2.5_3.5_3.6_100","2.5","3.5","3.6","100","25.81","413685"
"2.5_3.5_3.8_100","2.5","3.5","3.8","100","27.32","429785"
"2.5_3.5_3.9_100","2.5","3.5","3.9","100","28.08","439432"
"2.5_3.5_4.1_100","2.5","3.5","4.1","100","29.6","453653"
"2.5_3.5_4.2_100","2.5","3.5","4.2","100","30.36","458799"
"2.5_3.5_4.4_100","2.5","3.5","4.4","100","31.88","477301"
"2.5_3.5_4.5_100","2.5","3.5","4.5","100","32.64","487736"
"2.5_3.5_4.7_100","2.5","3.5","4.7","100","34.16","500617"
"2.5_3.5_4.8_100","2.5","3.5","4.8","100","34.91","506392"
"2.5_3.5_5_100","2.5","3.5","5","100","36.43","526455"
"2.5_3.5_5.1_100","2.5","3.5","5.1","100","37.19","531889"
"2.5_3.5_5.3_100","2.5","3.5","5.3","100","38.71","548037"
"2.5_3.5_5.4_100","2.5","3.5","5.4","100","39.47","554700"
"2.5_3.5_5.6_100","2.5","3.5","5.6","100","40.99","574014"
"2.5_3.5_5.7_100","2.5","3.5","5.7","100","41.75","577784"
"2.5_3.5_5.9_100","2.5","3.5","5.9","100","43.26","592822"
"2.5_3.5_6_100","2.5","3.5","6","100","44.02","600341"
"2.5_3.5_6.2_100","2.5","3.5","6.2","100","45.54","615380"
"2.5_3.5_6.3_100","2.5","3.5","6.3","100","46.3","622898"
"2.5_3.5_6.5_100","2.5","3.5","6.5","100","47.82","637937"
"2.5_3.6_3.6_100","2.5","3.6","3.6","100","26.59","413382"
"2.5_3.6_3.8_100","2.5","3.6","3.8","100","28.15","428389"
"2.5_3.6_3.9_100","2.5","3.6","3.9","100","28.93","435892"
"2.5_3.6_4.1_100","2.5","3.6","4.1","100","30.5","450899"
"2.5_3.6_4.2_100","2.5","3.6","4.2","100","31.28","458402"
"2.5_3.6_4.4_100","2.5","3.6","4.4","100","32.84","473409"
"2.5_3.6_4.5_100","2.5","3.6","4.5","100","33.63","480912"
"2.5_3.6_4.7_100","2.5","3.6","4.7","100","35.19","495919"
"2.5_3.6_4.8_100","2.5","3.6","4.8","100","35.97","503422"
"2.5_3.6_5_100","2.5","3.6","5","100","37.54","518429"
"2.5_3.6_5.1_100","2.5","3.6","5.1","100","38.32","525932"
"2.5_3.6_5.3_100","2.5","3.6","5.3","100","39.88","540939"
"2.5_3.6_5.4_100","2.5","3.6","5.4","100","40.66","554523"
"2.5_3.6_5.6_100","2.5","3.6","5.6","100","42.23","569529"
"2.5_3.6_5.7_100","2.5","3.6","5.7","100","43.01","577032"
"2.5_3.6_5.9_100","2.5","3.6","5.9","100","44.57","592039"
"2.5_3.6_6_100","2.5","3.6","6","100","45.36","599542"
"2.5_3.6_6.2_100","2.5","3.6","6.2","100","46.92","614549"
"2.5_3.6_6.3_100","2.5","3.6","6.3","100","47.7","622052"
"2.5_3.6_6.5_100","2.5","3.6","6.5","100","49.27","637059"
"2.5_3.6_6.6_100","2.5","3.6","6.6","100","50.05","644562"
"2.5_3.8_3.8_100","2.5","3.8","3.8","100","29.81","456704"
"2.5_3.8_3.9_100","2.5","3.8","3.9","100","30.64","464684"
"2.5_3.8_4.1_100","2.5","3.8","4.1","100","32.29","480642"
"2.5_3.8_4.2_100","2.5","3.8","4.2","100","33.12","488621"
"2.5_3.8_4.4_100","2.5","3.8","4.4","100","34.78","508804"
"2.5_3.8_4.5_100","2.5","3.8","4.5","100","35.6","512559"
"2.5_3.8_4.7_100","2.5","3.8","4.7","100","37.26","531179"
"2.5_3.8_4.8_100","2.5","3.8","4.8","100","38.09","540749"
"2.5_3.8_5_100","2.5","3.8","5","100","39.74","555163"
"2.5_3.8_5.1_100","2.5","3.8","5.1","100","40.57","566690"
"2.5_3.8_5.3_100","2.5","3.8","5.3","100","42.23","582649"
"2.5_3.8_5.4_100","2.5","3.8","5.4","100","43.06","590627"
"2.5_3.8_5.6_100","2.5","3.8","5.6","100","44.71","606586"
"2.5_3.8_5.7_100","2.5","3.8","5.7","100","45.54","614565"
"2.5_3.8_5.9_100","2.5","3.8","5.9","100","47.2","630523"
"2.5_3.8_6_100","2.5","3.8","6","100","48.02","638502"
"2.5_3.8_6.2_100","2.5","3.8","6.2","100","49.68","654461"
"2.5_3.8_6.3_100","2.5","3.8","6.3","100","50.51","662440"
"2.5_3.8_6.5_100","2.5","3.8","6.5","100","52.16","678398"
"2.5_3.8_6.6_100","2.5","3.8","6.6","100","52.99","686377"
"2.5_3.8_6.8_100","2.5","3.8","6.8","100","54.65","702336"
"2.5_3.9_3.9_100","2.5","3.9","3.9","100","31.49","463955"
"2.5_3.9_4.1_100","2.5","3.9","4.1","100","33.19","479870"
"2.5_3.9_4.2_100","2.5","3.9","4.2","100","34.04","487827"
"2.5_3.9_4.4_100","2.5","3.9","4.4","100","35.74","503742"
"2.5_3.9_4.5_100","2.5","3.9","4.5","100","36.59","511699"
"2.5_3.9_4.7_100","2.5","3.9","4.7","100","38.3","527614"
"2.5_3.9_4.8_100","2.5","3.9","4.8","100","39.15","535571"
"2.5_3.9_5_100","2.5","3.9","5","100","40.85","557625"
"2.5_3.9_5.1_100","2.5","3.9","5.1","100","41.7","565582"
"2.5_3.9_5.3_100","2.5","3.9","5.3","100","43.4","581497"
"2.5_3.9_5.4_100","2.5","3.9","5.4","100","44.25","589454"
"2.5_3.9_5.6_100","2.5","3.9","5.6","100","45.95","605369"
"2.5_3.9_5.7_100","2.5","3.9","5.7","100","46.81","613327"
"2.5_3.9_5.9_100","2.5","3.9","5.9","100","48.51","629240"
"2.5_3.9_6_100","2.5","3.9","6","100","49.36","637198"
"2.5_3.9_6.2_100","2.5","3.9","6.2","100","51.06","653112"
"2.5_3.9_6.3_100","2.5","3.9","6.3","100","51.91","661070"
"2.5_3.9_6.5_100","2.5","3.9","6.5","100","53.61","676984"
"2.5_3.9_6.6_100","2.5","3.9","6.6","100","54.46","684942"
"2.5_3.9_6.8_100","2.5","3.9","6.8","100","56.17","700856"
"2.5_3.9_6.9_100","2.5","3.9","6.9","100","57.02","708814"
"2.5_4.1_4.1_100","2.5","4.1","4.1","100","34.98","508464"
"2.5_4.1_4.2_100","2.5","4.1","4.2","100","35.88","516351"
"2.5_4.1_4.4_100","2.5","4.1","4.4","100","37.67","531174"
"2.5_4.1_4.5_100","2.5","4.1","4.5","100","38.57","543585"
"2.5_4.1_4.7_100","2.5","4.1","4.7","100","40.37","560149"
"2.5_4.1_4.8_100","2.5","4.1","4.8","100","41.26","565248"
"2.5_4.1_5_100","2.5","4.1","5","100","43.06","590335"
"2.5_4.1_5.1_100","2.5","4.1","5.1","100","43.95","605561"
"2.5_4.1_5.3_100","2.5","4.1","5.3","100","45.75","618024"
"2.5_4.1_5.4_100","2.5","4.1","5.4","100","46.64","625491"
"2.5_4.1_5.6_100","2.5","4.1","5.6","100","48.44","641138"
"2.5_4.1_5.7_100","2.5","4.1","5.7","100","49.34","649934"
"2.5_4.1_5.9_100","2.5","4.1","5.9","100","51.13","659048"
"2.5_4.1_6_100","2.5","4.1","6","100","52.03","664729"
"2.5_4.1_6.2_100","2.5","4.1","6.2","100","53.82","681309"
"2.5_4.1_6.3_100","2.5","4.1","6.3","100","54.72","689599"
"2.5_4.1_6.5_100","2.5","4.1","6.5","100","56.51","706213"
"2.5_4.1_6.6_100","2.5","4.1","6.6","100","57.41","714470"
"2.5_4.1_6.8_100","2.5","4.1","6.8","100","59.2","729964"
"2.5_4.1_6.9_100","2.5","4.1","6.9","100","60.1","734024"
"2.5_4.1_7.1_100","2.5","4.1","7.1","100","61.89","753075"
"2.5_4.2_4.2_100","2.5","4.2","4.2","100","36.8","516466"
"2.5_4.2_4.4_100","2.5","4.2","4.4","100","38.64","524480"
"2.5_4.2_4.5_100","2.5","4.2","4.5","100","39.56","532739"
"2.5_4.2_4.7_100","2.5","4.2","4.7","100","41.4","555340"
"2.5_4.2_4.8_100","2.5","4.2","4.8","100","42.32","563600"
"2.5_4.2_5_100","2.5","4.2","5","100","44.16","580119"
"2.5_4.2_5.1_100","2.5","4.2","5.1","100","45.08","588379"
"2.5_4.2_5.3_100","2.5","4.2","5.3","100","46.92","604898"
"2.5_4.2_5.4_100","2.5","4.2","5.4","100","47.84","613158"
"2.5_4.2_5.6_100","2.5","4.2","5.6","100","49.68","629677"
"2.5_4.2_5.7_100","2.5","4.2","5.7","100","50.6","637937"
"2.5_4.2_5.9_100","2.5","4.2","5.9","100","52.44","654456"
"2.5_4.2_6_100","2.5","4.2","6","100","53.36","662716"
"2.5_4.2_6.2_100","2.5","4.2","6.2","100","55.2","679236"
"2.5_4.2_6.3_100","2.5","4.2","6.3","100","56.12","694130"
"2.5_4.2_6.5_100","2.5","4.2","6.5","100","57.96","704015"
"2.5_4.2_6.6_100","2.5","4.2","6.6","100","58.88","712274"
"2.5_4.2_6.8_100","2.5","4.2","6.8","100","60.72","728794"
"2.5_4.2_6.9_100","2.5","4.2","6.9","100","61.64","737053"
"2.5_4.2_7.1_100","2.5","4.2","7.1","100","63.48","746130"
"2.5_4.2_7.2_100","2.5","4.2","7.2","100","64.4","756516"
"2.5_4.4_4.4_100","2.5","4.4","4.4","100","40.57","561897"
"2.5_4.4_4.5_100","2.5","4.4","4.5","100","41.54","572137"
"2.5_4.4_4.7_100","2.5","4.4","4.7","100","43.47","589652"
"2.5_4.4_4.8_100","2.5","4.4","4.8","100","44.44","598409"
"2.5_4.4_5_100","2.5","4.4","5","100","46.37","615924"
"2.5_4.4_5.1_100","2.5","4.4","5.1","100","47.33","624681"
"2.5_4.4_5.3_100","2.5","4.4","5.3","100","49.27","642196"
"2.5_4.4_5.4_100","2.5","4.4","5.4","100","50.23","650953"
"2.5_4.4_5.6_100","2.5","4.4","5.6","100","52.16","668468"
"2.5_4.4_5.7_100","2.5","4.4","5.7","100","53.13","677226"
"2.5_4.4_5.9_100","2.5","4.4","5.9","100","55.06","694740"
"2.5_4.4_6_100","2.5","4.4","6","100","56.03","703498"
"2.5_4.4_6.2_100","2.5","4.4","6.2","100","57.96","721012"
"2.5_4.4_6.3_100","2.5","4.4","6.3","100","58.93","729770"
"2.5_4.4_6.5_100","2.5","4.4","6.5","100","60.86","747284"
"2.5_4.4_6.6_100","2.5","4.4","6.6","100","61.82","756042"
"2.5_4.4_6.8_100","2.5","4.4","6.8","100","63.76","773557"
"2.5_4.4_6.9_100","2.5","4.4","6.9","100","64.72","782314"
"2.5_4.4_7.1_100","2.5","4.4","7.1","100","66.65","799829"
"2.5_4.4_7.2_100","2.5","4.4","7.2","100","67.62","808586"
"2.5_4.4_7.4_100","2.5","4.4","7.4","100","69.55","819280"
"2.5_4.5_4.5_100","2.5","4.5","4.5","100","42.53","570165"
"2.5_4.5_4.7_100","2.5","4.5","4.7","100","44.51","587606"
"2.5_4.5_4.8_100","2.5","4.5","4.8","100","45.49","596328"
"2.5_4.5_5_100","2.5","4.5","5","100","47.47","613769"
"2.5_4.5_5.1_100","2.5","4.5","5.1","100","48.46","622490"
"2.5_4.5_5.3_100","2.5","4.5","5.3","100","50.44","639933"
"2.5_4.5_5.4_100","2.5","4.5","5.4","100","51.43","648653"
"2.5_4.5_5.6_100","2.5","4.5","5.6","100","53.41","666095"
"2.5_4.5_5.7_100","2.5","4.5","5.7","100","54.4","674816"
"2.5_4.5_5.9_100","2.5","4.5","5.9","100","56.37","692258"
"2.5_4.5_6_100","2.5","4.5","6","100","57.36","700979"
"2.5_4.5_6.2_100","2.5","4.5","6.2","100","59.34","718421"
"2.5_4.5_6.3_100","2.5","4.5","6.3","100","60.33","727141"
"2.5_4.5_6.5_100","2.5","4.5","6.5","100","62.31","744584"
"2.5_4.5_6.6_100","2.5","4.5","6.6","100","63.3","753304"
"2.5_4.5_6.8_100","2.5","4.5","6.8","100","65.27","770746"
"2.5_4.5_6.9_100","2.5","4.5","6.9","100","66.26","779467"
"2.5_4.5_7.1_100","2.5","4.5","7.1","100","68.24","796909"
"2.5_4.5_7.2_100","2.5","4.5","7.2","100","69.23","805630"
"2.5_4.5_7.4_100","2.5","4.5","7.4","100","71.21","812439"
"2.5_4.5_7.5_100","2.5","4.5","7.5","100","72.2","821703"
"2.5_4.7_4.7_100","2.5","4.7","4.7","100","46.58","613451"
"2.5_4.7_4.8_100","2.5","4.7","4.8","100","47.61","620385"
"2.5_4.7_5_100","2.5","4.7","5","100","49.68","642781"
"2.5_4.7_5.1_100","2.5","4.7","5.1","100","50.72","649934"
"2.5_4.7_5.3_100","2.5","4.7","5.3","100","52.79","672159"
"2.5_4.7_5.4_100","2.5","4.7","5.4","100","53.82","685379"
"2.5_4.7_5.6_100","2.5","4.7","5.6","100","55.89","706900"
"2.5_4.7_5.7_100","2.5","4.7","5.7","100","56.93","715009"
"2.5_4.7_5.9_100","2.5","4.7","5.9","100","59","720057"
"2.5_4.7_6_100","2.5","4.7","6","100","60.03","729118"
"2.5_4.7_6.2_100","2.5","4.7","6.2","100","62.1","747234"
"2.5_4.7_6.3_100","2.5","4.7","6.3","100","63.14","756300"
"2.5_4.7_6.5_100","2.5","4.7","6.5","100","65.21","774423"
"2.5_4.7_6.6_100","2.5","4.7","6.6","100","66.24","783483"
"2.5_4.7_6.8_100","2.5","4.7","6.8","100","68.31","801605"
"2.5_4.7_6.9_100","2.5","4.7","6.9","100","69.35","817084"
"2.5_4.7_7.1_100","2.5","4.7","7.1","100","71.42","829852"
"2.5_4.7_7.2_100","2.5","4.7","7.2","100","72.45","837849"
"2.5_4.7_7.4_100","2.5","4.7","7.4","100","74.52","855971"
"2.5_4.7_7.5_100","2.5","4.7","7.5","100","75.56","865042"
"2.5_4.7_7.7_100","2.5","4.7","7.7","100","77.63","883154"
"2.5_4.8_4.8_100","2.5","4.8","4.8","100","48.67","623636"
"2.5_4.8_5_100","2.5","4.8","5","100","50.78","641842"
"2.5_4.8_5.1_100","2.5","4.8","5.1","100","51.84","650944"
"2.5_4.8_5.3_100","2.5","4.8","5.3","100","53.96","669150"
"2.5_4.8_5.4_100","2.5","4.8","5.4","100","55.02","678252"
"2.5_4.8_5.6_100","2.5","4.8","5.6","100","57.13","696458"
"2.5_4.8_5.7_100","2.5","4.8","5.7","100","58.19","705560"
"2.5_4.8_5.9_100","2.5","4.8","5.9","100","60.31","723766"
"2.5_4.8_6_100","2.5","4.8","6","100","61.36","732869"
"2.5_4.8_6.2_100","2.5","4.8","6.2","100","63.48","751075"
"2.5_4.8_6.3_100","2.5","4.8","6.3","100","64.54","760177"
"2.5_4.8_6.5_100","2.5","4.8","6.5","100","66.65","778383"
"2.5_4.8_6.6_100","2.5","4.8","6.6","100","67.71","787486"
"2.5_4.8_6.8_100","2.5","4.8","6.8","100","69.83","801942"
"2.5_4.8_6.9_100","2.5","4.8","6.9","100","70.89","812330"
"2.5_4.8_7.1_100","2.5","4.8","7.1","100","73","824323"
"2.5_4.8_7.2_100","2.5","4.8","7.2","100","74.06","835335"
"2.5_4.8_7.4_100","2.5","4.8","7.4","100","76.18","856202"
"2.5_4.8_7.5_100","2.5","4.8","7.5","100","77.23","862601"
"2.5_4.8_7.7_100","2.5","4.8","7.7","100","79.35","879111"
"2.5_4.8_7.8_100","2.5","4.8","7.8","100","80.41","886088"
"2.5_5_5_100","2.5","5","5","100","52.99","679429"
"2.5_5_5.1_100","2.5","5","5.1","100","54.1","691180"
"2.5_5_5.3_100","2.5","5","5.3","100","56.3","708302"
"2.5_5_5.4_100","2.5","5","5.4","100","57.41","717928"
"2.5_5_5.6_100","2.5","5","5.6","100","59.62","737178"
"2.5_5_5.7_100","2.5","5","5.7","100","60.72","746802"
"2.5_5_5.9_100","2.5","5","5.9","100","62.93","766051"
"2.5_5_6_100","2.5","5","6","100","64.03","775676"
"2.5_5_6.2_100","2.5","5","6.2","100","66.24","794925"
"2.5_5_6.3_100","2.5","5","6.3","100","67.34","804550"
"2.5_5_6.5_100","2.5","5","6.5","100","69.55","823799"
"2.5_5_6.6_100","2.5","5","6.6","100","70.66","833424"
"2.5_5_6.8_100","2.5","5","6.8","100","72.86","852673"
"2.5_5_6.9_100","2.5","5","6.9","100","73.97","862299"
"2.5_5_7.1_100","2.5","5","7.1","100","76.18","881547"
"2.5_5_7.2_100","2.5","5","7.2","100","77.28","891173"
"2.5_5_7.4_100","2.5","5","7.4","100","79.49","910422"
"2.5_5_7.5_100","2.5","5","7.5","100","80.59","920047"
"2.5_5_7.7_100","2.5","5","7.7","100","82.8","939296"
"2.5_5_7.8_100","2.5","5","7.8","100","83.9","948920"
"2.5_5_8_100","2.5","5","8","100","86.11","968170"
"2.5_5.1_5.1_100","2.5","5.1","5.1","100","55.22","692339"
"2.5_5.1_5.3_100","2.5","5.1","5.3","100","57.48","711669"
"2.5_5.1_5.4_100","2.5","5.1","5.4","100","58.6","721334"
"2.5_5.1_5.6_100","2.5","5.1","5.6","100","60.86","740665"
"2.5_5.1_5.7_100","2.5","5.1","5.7","100","61.99","750330"
"2.5_5.1_5.9_100","2.5","5.1","5.9","100","64.24","769661"
"2.5_5.1_6_100","2.5","5.1","6","100","65.37","779327"
"2.5_5.1_6.2_100","2.5","5.1","6.2","100","67.62","798657"
"2.5_5.1_6.3_100","2.5","5.1","6.3","100","68.75","808322"
"2.5_5.1_6.5_100","2.5","5.1","6.5","100","71","824239"
"2.5_5.1_6.6_100","2.5","5.1","6.6","100","72.13","837318"
"2.5_5.1_6.8_100","2.5","5.1","6.8","100","74.38","856649"
"2.5_5.1_6.9_100","2.5","5.1","6.9","100","75.51","866314"
"2.5_5.1_7.1_100","2.5","5.1","7.1","100","77.76","885645"
"2.5_5.1_7.2_100","2.5","5.1","7.2","100","78.89","895310"
"2.5_5.1_7.4_100","2.5","5.1","7.4","100","81.14","914640"
"2.5_5.1_7.5_100","2.5","5.1","7.5","100","82.27","924305"
"2.5_5.1_7.7_100","2.5","5.1","7.7","100","84.52","943636"
"2.5_5.1_7.8_100","2.5","5.1","7.8","100","85.65","953302"
"2.5_5.1_8_100","2.5","5.1","8","100","87.91","972632"
"2.5_5.1_8.1_100","2.5","5.1","8.1","100","89.03","982298"
"2.5_5.3_5.3_100","2.5","5.3","5.3","100","59.82","742837"
"2.5_5.3_5.4_100","2.5","5.3","5.4","100","61","756091"
"2.5_5.3_5.6_100","2.5","5.3","5.6","100","63.34","777282"
"2.5_5.3_5.7_100","2.5","5.3","5.7","100","64.52","785219"
"2.5_5.3_5.9_100","2.5","5.3","5.9","100","66.86","802157"
"2.5_5.3_6_100","2.5","5.3","6","100","68.03","812220"
"2.5_5.3_6.2_100","2.5","5.3","6.2","100","70.38","832348"
"2.5_5.3_6.3_100","2.5","5.3","6.3","100","71.55","842412"
"2.5_5.3_6.5_100","2.5","5.3","6.5","100","73.9","862539"
"2.5_5.3_6.6_100","2.5","5.3","6.6","100","75.07","872604"
"2.5_5.3_6.8_100","2.5","5.3","6.8","100","77.42","892732"
"2.5_5.3_6.9_100","2.5","5.3","6.9","100","78.59","902795"
"2.5_5.3_7.1_100","2.5","5.3","7.1","100","80.94","922923"
"2.5_5.3_7.2_100","2.5","5.3","7.2","100","82.11","932986"
"2.5_5.3_7.4_100","2.5","5.3","7.4","100","84.46","953045"
"2.5_5.3_7.5_100","2.5","5.3","7.5","100","85.63","963177"
"2.5_5.3_7.7_100","2.5","5.3","7.7","100","87.97","983305"
"2.5_5.3_7.8_100","2.5","5.3","7.8","100","89.15","993363"
"2.5_5.3_8_100","2.5","5.3","8","100","91.49","1013497"
"2.5_5.3_8.1_100","2.5","5.3","8.1","100","92.67","1023561"
"2.5_5.3_8.3_100","2.5","5.3","8.3","100","95.01","1043688"
"2.5_5.4_5.4_100","2.5","5.4","5.4","100","62.19","758521"
"2.5_5.4_5.6_100","2.5","5.4","5.6","100","64.58","778818"
"2.5_5.4_5.7_100","2.5","5.4","5.7","100","65.78","788967"
"2.5_5.4_5.9_100","2.5","5.4","5.9","100","68.17","809262"
"2.5_5.4_6_100","2.5","5.4","6","100","69.37","819412"
"2.5_5.4_6.2_100","2.5","5.4","6.2","100","71.76","839708"
"2.5_5.4_6.3_100","2.5","5.4","6.3","100","72.96","849856"
"2.5_5.4_6.5_100","2.5","5.4","6.5","100","75.35","870153"
"2.5_5.4_6.6_100","2.5","5.4","6.6","100","76.54","880301"
"2.5_5.4_6.8_100","2.5","5.4","6.8","100","78.94","900598"
"2.5_5.4_6.9_100","2.5","5.4","6.9","100","80.13","910746"
"2.5_5.4_7.1_100","2.5","5.4","7.1","100","82.52","931043"
"2.5_5.4_7.2_100","2.5","5.4","7.2","100","83.72","941192"
"2.5_5.4_7.4_100","2.5","5.4","7.4","100","86.11","961488"
"2.5_5.4_7.5_100","2.5","5.4","7.5","100","87.31","971637"
"2.5_5.4_7.7_100","2.5","5.4","7.7","100","89.7","991934"
"2.5_5.4_7.8_100","2.5","5.4","7.8","100","90.9","1002082"
"2.5_5.4_8_100","2.5","5.4","8","100","93.29","1022379"
"2.5_5.4_8.1_100","2.5","5.4","8.1","100","94.48","1032527"
"2.5_5.4_8.3_100","2.5","5.4","8.3","100","96.88","1052824"
"2.5_5.6_5.6_100","2.5","5.6","5.6","100","67.07","809169"
"2.5_5.6_5.7_100","2.5","5.6","5.7","100","68.31","817548"
"2.5_5.6_5.9_100","2.5","5.6","5.9","100","70.79","838562"
"2.5_5.6_6_100","2.5","5.6","6","100","72.04","849069"
"2.5_5.6_6.2_100","2.5","5.6","6.2","100","74.52","870081"
"2.5_5.6_6.3_100","2.5","5.6","6.3","100","75.76","880589"
"2.5_5.6_6.5_100","2.5","5.6","6.5","100","78.25","901602"
"2.5_5.6_6.6_100","2.5","5.6","6.6","100","79.49","912108"
"2.5_5.6_6.8_100","2.5","5.6","6.8","100","81.97","933121"
"2.5_5.6_6.9_100","2.5","5.6","6.9","100","83.21","943628"
"2.5_5.6_7.1_100","2.5","5.6","7.1","100","85.7","964641"
"2.5_5.6_7.2_100","2.5","5.6","7.2","100","86.94","975147"
"2.5_5.6_7.4_100","2.5","5.6","7.4","100","89.42","996160"
"2.5_5.6_7.5_100","2.5","5.6","7.5","100","90.67","1006668"
"2.5_5.6_7.7_100","2.5","5.6","7.7","100","93.15","1027680"
"2.5_5.6_7.8_100","2.5","5.6","7.8","100","94.39","1038187"
"2.5_5.6_8_100","2.5","5.6","8","100","96.88","1059201"
"2.5_5.6_8.1_100","2.5","5.6","8.1","100","98.12","1069707"
"2.5_5.6_8.3_100","2.5","5.6","8.3","100","100.6","1090720"
"2.5_5.6_8.4_100","2.5","5.6","8.4","100","101.84","1101226"
"2.5_5.6_8.6_100","2.5","5.6","8.6","100","104.33","1122240"
"2.76_1.4_1.4_100","2.76","1.4","1.4","100","3.69","147325"
"2.76_1.4_1.7_100","2.76","1.4","1.7","100","4.61","162044"
"2.76_1.4_2_100","2.76","1.4","2","100","5.53","176763"
"2.76_1.4_2.3_100","2.76","1.4","2.3","100","6.45","191482"
"2.76_1.4_2.4_100","2.76","1.4","2.4","100","6.76","196388"
"2.76_1.4_2.6_100","2.76","1.4","2.6","100","7.37","206196"
"2.76_1.4_2.7_100","2.76","1.4","2.7","100","7.68","211107"
"2.76_1.4_2.9_100","2.76","1.4","2.9","100","8.29","220920"
"2.76_1.4_3_100","2.76","1.4","3","100","8.6","225826"
"2.76_1.4_3.2_100","2.76","1.4","3.2","100","9.22","235639"
"2.76_1.4_3.3_100","2.76","1.4","3.3","100","9.52","240545"
"2.76_1.4_3.5_100","2.76","1.4","3.5","100","10.14","255365"
"2.76_1.4_3.6_100","2.76","1.4","3.6","100","10.44","260369"
"2.76_1.4_3.8_100","2.76","1.4","3.8","100","11.06","270378"
"2.76_1.4_3.9_100","2.76","1.4","3.9","100","11.37","275382"
"2.76_1.4_4.1_100","2.76","1.4","4.1","100","11.98","285392"
"2.76_1.4_4.2_100","2.76","1.4","4.2","100","12.29","290396"
"2.76_1.4_4.4_100","2.76","1.4","4.4","100","12.9","300405"
"2.76_1.4_4.5_100","2.76","1.4","4.5","100","13.21","305409"
"2.76_1.4_4.7_100","2.76","1.4","4.7","100","13.82","315419"
"2.76_1.4_4.8_100","2.76","1.4","4.8","100","14.13","320423"
"2.76_1.4_5_100","2.76","1.4","5","100","14.75","330432"
"2.76_1.7_1.7_100","2.76","1.7","1.7","100","5.76","178917"
"2.76_1.7_2_100","2.76","1.7","2","100","6.91","193664"
"2.76_1.7_2.3_100","2.76","1.7","2.3","100","8.06","209474"
"2.76_1.7_2.4_100","2.76","1.7","2.4","100","8.45","214743"
"2.76_1.7_2.6_100","2.76","1.7","2.6","100","9.22","225284"
"2.76_1.7_2.7_100","2.76","1.7","2.7","100","9.6","230553"
"2.76_1.7_2.9_100","2.76","1.7","2.9","100","10.37","242972"
"2.76_1.7_3_100","2.76","1.7","3","100","10.75","246363"
"2.76_1.7_3.2_100","2.76","1.7","3.2","100","11.52","258936"
"2.76_1.7_3.3_100","2.76","1.7","3.3","100","11.9","265833"
"2.76_1.7_3.5_100","2.76","1.7","3.5","100","12.67","276075"
"2.76_1.7_3.6_100","2.76","1.7","3.6","100","13.06","277983"
"2.76_1.7_3.8_100","2.76","1.7","3.8","100","13.82","297140"
"2.76_1.7_3.9_100","2.76","1.7","3.9","100","14.21","304548"
"2.76_1.7_4.1_100","2.76","1.7","4.1","100","14.98","314162"
"2.76_1.7_4.2_100","2.76","1.7","4.2","100","15.36","324561"
"2.76_1.7_4.4_100","2.76","1.7","4.4","100","16.13","327003"
"2.76_1.7_4.5_100","2.76","1.7","4.5","100","16.51","330941"
"2.76_1.7_4.7_100","2.76","1.7","4.7","100","17.28","337011"
"2.76_1.7_4.8_100","2.76","1.7","4.8","100","17.66","341224"
"2.76_1.7_5_100","2.76","1.7","5","100","18.43","351754"
"2.76_1.7_5.1_100","2.76","1.7","5.1","100","18.82","357034"
"2.76_2_2_100","2.76","2","2","100","8.29","216882"
"2.76_2_2.3_100","2.76","2","2.3","100","9.68","233439"
"2.76_2_2.4_100","2.76","2","2.4","100","10.14","240092"
"2.76_2_2.6_100","2.76","2","2.6","100","11.06","249358"
"2.76_2_2.7_100","2.76","2","2.7","100","11.52","257500"
"2.76_2_2.9_100","2.76","2","2.9","100","12.44","269105"
"2.76_2_3_100","2.76","2","3","100","12.9","274908"
"2.76_2_3.2_100","2.76","2","3.2","100","13.82","286513"
"2.76_2_3.3_100","2.76","2","3.3","100","14.28","292316"
"2.76_2_3.5_100","2.76","2","3.5","100","15.21","303921"
"2.76_2_3.6_100","2.76","2","3.6","100","15.67","309724"
"2.76_2_3.8_100","2.76","2","3.8","100","16.59","323519"
"2.76_2_3.9_100","2.76","2","3.9","100","17.05","327132"
"2.76_2_4.1_100","2.76","2","4.1","100","17.97","333617"
"2.76_2_4.2_100","2.76","2","4.2","100","18.43","344541"
"2.76_2_4.4_100","2.76","2","4.4","100","19.35","351891"
"2.76_2_4.5_100","2.76","2","4.5","100","19.81","361948"
"2.76_2_4.7_100","2.76","2","4.7","100","20.74","371536"
"2.76_2_4.8_100","2.76","2","4.8","100","21.2","379356"
"2.76_2_5_100","2.76","2","5","100","22.12","386708"
